10.030563 	 355978 
10.051059 	 378923 
10.051521 	 375591 
10.072018 	 390138 
10.072480 	 386606 
10.072943 	 782689 
10.092976 	 402099 
10.093438 	 398348 
10.093901 	 830736 
10.113529 	 429434 
10.113992 	 425159 
10.114454 	 952431 
10.114917 	 952431 
10.115379 	 952431 
10.115842 	 932230 
10.134863 	 429398 
10.135325 	 425124 
10.135788 	 952260 
10.136250 	 952260 
10.136712 	 952431 
10.137175 	 932230 
10.137637 	 1156804 
10.138100 	 1156804 
10.138562 	 1156804 
10.156197 	 429398 
10.156658 	 425159 
10.157121 	 952431 
10.157583 	 952431 
10.158046 	 952431 
10.158508 	 932230 
10.158971 	 1156804 
10.159433 	 1156804 
10.159895 	 1157049 
10.160357 	 1128170 
10.160820 	 1159316 
10.161283 	 1159077 
10.177529 	 429398 
10.177992 	 425124 
10.178454 	 952431 
10.178917 	 952431 
10.179379 	 952260 
10.179841 	 932230 
10.180304 	 1157049 
10.180766 	 1156804 
10.181229 	 1156804 
10.181691 	 1127938 
10.182154 	 1159077 
10.182616 	 1159077 
10.183079 	 1159077 
10.183540 	 1159316 
10.184003 	 1159316 
10.184465 	 1159077 
10.184928 	 1159077 
10.185390 	 1159077 
10.198863 	 476080 
10.199326 	 470832 
10.199788 	 952260 
10.200250 	 952431 
10.200712 	 952431 
10.201175 	 932230 
10.201637 	 1156804 
10.202100 	 1156804 
10.202562 	 1156804 
10.202782 	 1190546 
10.203243 	 1154278 
10.203706 	 1154278 
10.204168 	 1154278 
10.204515 	 1185244 
10.213129 	 549955 
10.213592 	 542963 
10.214054 	 568263 
10.214401 	 575706 
10.223796 	 505862 
10.224258 	 499940 
10.224721 	 568263 
10.225068 	 575706 
10.234463 	 505862 
10.234924 	 499988 
10.235387 	 568324 
10.235734 	 575768 
10.245129 	 505862 
10.245591 	 499940 
10.246054 	 568324 
10.246401 	 575706 
10.255795 	 505862 
10.256258 	 499940 
10.256721 	 568263 
10.257068 	 575706 
10.266462 	 505862 
10.266925 	 499940 
10.267387 	 568263 
10.267735 	 575706 
10.277129 	 505862 
10.277592 	 499940 
10.278054 	 568263 
10.278401 	 575706 
10.287796 	 505862 
10.288259 	 499940 
10.288720 	 568324 
10.289067 	 575768 
10.298462 	 505862 
10.298924 	 499940 
10.299387 	 568324 
10.299734 	 575706 
10.309129 	 505862 
10.309591 	 499940 
10.310054 	 568263 
10.310401 	 575706 
10.319796 	 505862 
10.320258 	 499940 
10.320721 	 568263 
10.321068 	 575706 
10.330462 	 505862 
10.330925 	 499940 
10.331388 	 568263 
10.331735 	 575706 
10.341129 	 505862 
10.341592 	 499940 
10.342053 	 568324 
10.342402 	 575706 
10.351796 	 505812 
10.352258 	 499988 
10.352720 	 568324 
10.353067 	 575706 
10.362462 	 505862 
10.362925 	 499940 
10.363387 	 568263 
10.363734 	 575706 
10.373129 	 505862 
10.373591 	 499940 
10.374054 	 568263 
10.374401 	 575706 
10.383796 	 505862 
10.384258 	 499940 
10.384721 	 568263 
10.385068 	 575706 
10.394463 	 505862 
10.394925 	 499940 
10.395388 	 568263 
10.395735 	 575706 
10.405129 	 505862 
10.405591 	 499988 
10.406054 	 568324 
10.406401 	 575768 
10.415795 	 505862 
10.416258 	 499940 
10.416720 	 568263 
10.417068 	 575706 
10.426462 	 505862 
10.426925 	 499940 
10.427387 	 568263 
10.427734 	 575706 
10.437129 	 505862 
10.437592 	 499940 
10.438054 	 568263 
10.438401 	 575706 
10.447796 	 505862 
10.448258 	 499940 
10.448721 	 568263 
10.449068 	 575706 
