0.000000 	 E 	 1 
0.000000 	 D 	 0 
0.020067 	 E 	 1 
0.020067 	 D 	 0 
0.020067 	 E 	 1 
0.020101 	 D 	 0 
0.040597 	 E 	 1 
0.040597 	 D 	 0 
0.040597 	 E 	 1 
0.041059 	 D 	 0 
0.061555 	 E 	 1 
0.061555 	 D 	 0 
0.061555 	 E 	 1 
0.061555 	 E 	 2 
0.062018 	 D 	 1 
0.062480 	 D 	 0 
0.082514 	 E 	 1 
0.082514 	 D 	 0 
0.082514 	 E 	 1 
0.082514 	 E 	 2 
0.082976 	 D 	 1 
0.083438 	 D 	 0 
0.103010 	 E 	 1 
0.103010 	 D 	 0 
0.103010 	 E 	 1 
0.103010 	 E 	 2 
0.103472 	 D 	 1 
0.103934 	 D 	 0 
0.103934 	 E 	 1 
0.103934 	 E 	 2 
0.103934 	 E 	 3 
0.104397 	 D 	 2 
0.104859 	 D 	 1 
0.105322 	 D 	 0 
0.123968 	 E 	 1 
0.123968 	 D 	 0 
0.123968 	 E 	 1 
0.123968 	 E 	 2 
0.124430 	 D 	 1 
0.124893 	 D 	 0 
0.124893 	 E 	 1 
0.124893 	 E 	 2 
0.124893 	 E 	 3 
0.125355 	 D 	 2 
0.125818 	 D 	 1 
0.125818 	 E 	 2 
0.125818 	 E 	 3 
0.125818 	 E 	 4 
0.126280 	 D 	 3 
0.126742 	 D 	 2 
0.127205 	 D 	 1 
0.127667 	 D 	 0 
0.144926 	 E 	 1 
0.144926 	 D 	 0 
0.144926 	 E 	 1 
0.144926 	 E 	 2 
0.145389 	 D 	 1 
0.145851 	 D 	 0 
0.145851 	 E 	 1 
0.145851 	 E 	 2 
0.145851 	 E 	 3 
0.146314 	 D 	 2 
0.146776 	 D 	 1 
0.146776 	 E 	 2 
0.146776 	 E 	 3 
0.146776 	 E 	 4 
0.147238 	 D 	 3 
0.147701 	 D 	 2 
0.147701 	 E 	 3 
0.147701 	 E 	 4 
0.147701 	 E 	 5 
0.148163 	 D 	 4 
0.148626 	 D 	 3 
0.149088 	 D 	 2 
0.149550 	 D 	 1 
0.150013 	 D 	 0 
0.165422 	 E 	 1 
0.165422 	 D 	 0 
0.165422 	 E 	 1 
0.165422 	 E 	 2 
0.165885 	 D 	 1 
0.166347 	 D 	 0 
0.166347 	 E 	 1 
0.166347 	 E 	 2 
0.166347 	 E 	 3 
0.166810 	 D 	 2 
0.167272 	 D 	 1 
0.167272 	 E 	 2 
0.167272 	 E 	 3 
0.167272 	 E 	 4 
0.167734 	 D 	 3 
0.168197 	 D 	 2 
0.168197 	 E 	 3 
0.168197 	 E 	 4 
0.168197 	 E 	 5 
0.168659 	 D 	 4 
0.169122 	 D 	 3 
0.169122 	 E 	 4 
0.169122 	 E 	 5 
0.169122 	 E 	 6 
0.169584 	 D 	 5 
0.170046 	 D 	 4 
0.170046 	 E 	 5 
0.170046 	 E 	 6 
0.170046 	 E 	 7 
0.170509 	 D 	 6 
0.170971 	 D 	 5 
0.171434 	 D 	 4 
0.171896 	 D 	 3 
0.172358 	 D 	 2 
0.172821 	 D 	 1 
0.173283 	 D 	 0 
0.185918 	 E 	 1 
0.185918 	 D 	 0 
0.185918 	 E 	 1 
0.185918 	 E 	 2 
0.186381 	 D 	 1 
0.186843 	 D 	 0 
0.186843 	 E 	 1 
0.186843 	 E 	 2 
0.186843 	 E 	 3 
0.187306 	 D 	 2 
0.187768 	 D 	 1 
0.187768 	 E 	 2 
0.187768 	 E 	 3 
0.187768 	 E 	 4 
0.188230 	 D 	 3 
0.188693 	 D 	 2 
0.188693 	 E 	 3 
0.189155 	 D 	 2 
0.189618 	 D 	 1 
0.190080 	 D 	 0 
0.192000 	 E 	 1 
0.192000 	 D 	 0 
0.192000 	 E 	 1 
0.192000 	 E 	 2 
0.192000 	 E 	 3 
0.192462 	 D 	 2 
0.192925 	 D 	 1 
0.193387 	 D 	 0 
0.202667 	 E 	 1 
0.202667 	 D 	 0 
0.202667 	 E 	 1 
0.202667 	 E 	 2 
0.202667 	 E 	 3 
0.203129 	 D 	 2 
0.203591 	 D 	 1 
0.204054 	 D 	 0 
0.213333 	 E 	 1 
0.213333 	 D 	 0 
0.213333 	 E 	 1 
0.213333 	 E 	 2 
0.213333 	 E 	 3 
0.213796 	 D 	 2 
0.214258 	 D 	 1 
0.214721 	 D 	 0 
0.224000 	 E 	 1 
0.224000 	 D 	 0 
0.224000 	 E 	 1 
0.224000 	 E 	 2 
0.224000 	 E 	 3 
0.224462 	 D 	 2 
0.224925 	 D 	 1 
0.225387 	 D 	 0 
0.234667 	 E 	 1 
0.234667 	 D 	 0 
0.234667 	 E 	 1 
0.234667 	 E 	 2 
0.234667 	 E 	 3 
0.235129 	 D 	 2 
0.235591 	 D 	 1 
0.236054 	 D 	 0 
0.245333 	 E 	 1 
0.245333 	 D 	 0 
0.245333 	 E 	 1 
0.245333 	 E 	 2 
0.245333 	 E 	 3 
0.245796 	 D 	 2 
0.246258 	 D 	 1 
0.246721 	 D 	 0 
0.256000 	 E 	 1 
0.256000 	 D 	 0 
0.256000 	 E 	 1 
0.256000 	 E 	 2 
0.256000 	 E 	 3 
0.256462 	 D 	 2 
0.256925 	 D 	 1 
0.257387 	 D 	 0 
0.266667 	 E 	 1 
0.266667 	 D 	 0 
0.266667 	 E 	 1 
0.266667 	 E 	 2 
0.266667 	 E 	 3 
0.267129 	 D 	 2 
0.267591 	 D 	 1 
0.268054 	 D 	 0 
0.277333 	 E 	 1 
0.277333 	 D 	 0 
0.277333 	 E 	 1 
0.277333 	 E 	 2 
0.277333 	 E 	 3 
0.277796 	 D 	 2 
0.278258 	 D 	 1 
0.278721 	 D 	 0 
0.288000 	 E 	 1 
0.288000 	 D 	 0 
0.288000 	 E 	 1 
0.288000 	 E 	 2 
0.288000 	 E 	 3 
0.288462 	 D 	 2 
0.288925 	 D 	 1 
0.289387 	 D 	 0 
0.298667 	 E 	 1 
0.298667 	 D 	 0 
0.298667 	 E 	 1 
0.298667 	 E 	 2 
0.298667 	 E 	 3 
0.299129 	 D 	 2 
0.299591 	 D 	 1 
0.300054 	 D 	 0 
0.309333 	 E 	 1 
0.309333 	 D 	 0 
0.309333 	 E 	 1 
0.309333 	 E 	 2 
0.309333 	 E 	 3 
0.309796 	 D 	 2 
0.310258 	 D 	 1 
0.310721 	 D 	 0 
0.320000 	 E 	 1 
0.320000 	 D 	 0 
0.320000 	 E 	 1 
0.320000 	 E 	 2 
0.320000 	 E 	 3 
0.320462 	 D 	 2 
0.320925 	 D 	 1 
0.321387 	 D 	 0 
0.330667 	 E 	 1 
0.330667 	 D 	 0 
0.330667 	 E 	 1 
0.330667 	 E 	 2 
0.330667 	 E 	 3 
0.331129 	 D 	 2 
0.331591 	 D 	 1 
0.332054 	 D 	 0 
0.341333 	 E 	 1 
