0.113472 	 42512 
0.113934 	 64290 
0.114397 	 84625 
0.114859 	 84625 
0.115322 	 123776 
0.115784 	 123776 
0.134430 	 87171 
0.134893 	 127872 
0.135355 	 127872 
0.135818 	 127872 
0.136280 	 235005 
0.136742 	 235005 
0.137205 	 235005 
0.137667 	 235005 
0.138130 	 235005 
0.155389 	 135337 
0.155851 	 250224 
0.156314 	 250224 
0.156776 	 250224 
0.157238 	 250224 
0.157701 	 250224 
0.158163 	 250224 
0.158626 	 250224 
0.159088 	 250224 
0.159550 	 250224 
0.160013 	 1159167 
0.160475 	 1159167 
0.175885 	 273872 
0.176347 	 273871 
0.176810 	 273871 
0.177272 	 273871 
0.177734 	 273871 
0.178197 	 273871 
0.178659 	 273871 
0.179122 	 273871 
0.179584 	 273871 
0.180046 	 273871 
0.180509 	 1159167 
0.180971 	 1159171 
0.181434 	 1159171 
0.181896 	 1159171 
0.182358 	 1159171 
0.182821 	 1159167 
0.183283 	 1159167 
0.183746 	 1159167 
0.196381 	 319108 
0.196843 	 319108 
0.197306 	 319108 
0.197768 	 319108 
0.198230 	 319108 
0.198693 	 319108 
0.199155 	 319108 
0.199618 	 319108 
0.200080 	 319108 
0.200299 	 323796 
0.202462 	 831360 
0.202925 	 831360 
0.203387 	 831360 
0.203734 	 847412 
0.213129 	 329693 
0.213591 	 329693 
0.214054 	 329693 
0.214401 	 332263 
0.223796 	 201047 
0.224258 	 199007 
0.224721 	 227871 
0.225068 	 229057 
0.234462 	 158583 
0.234925 	 157997 
0.235387 	 227871 
0.235734 	 229057 
0.245129 	 158583 
0.245591 	 157997 
0.246054 	 227871 
0.246401 	 229057 
0.255796 	 158583 
0.256258 	 157997 
0.256721 	 227871 
0.257068 	 229057 
0.266462 	 158583 
0.266925 	 157997 
0.267387 	 227871 
0.267734 	 229057 
0.277129 	 158583 
0.277591 	 157997 
0.278054 	 227871 
0.278401 	 229057 
0.287796 	 158583 
0.288258 	 157997 
0.288721 	 227871 
0.289068 	 229057 
0.298462 	 158583 
0.298925 	 157997 
0.299387 	 227871 
0.299734 	 229057 
0.309129 	 158583 
0.309591 	 157997 
0.310054 	 227871 
0.310401 	 229057 
0.319796 	 158583 
0.320258 	 157997 
0.320721 	 227871 
0.321068 	 229057 
0.330462 	 158583 
0.330925 	 157997 
0.331387 	 227871 
0.331734 	 229057 
0.341129 	 158583 
0.341591 	 157997 
0.342054 	 227871 
0.342401 	 229057 
0.351796 	 158583 
0.352258 	 157997 
0.352720 	 227871 
0.353068 	 229057 
0.362462 	 158583 
0.362925 	 157997 
0.363387 	 227871 
0.363734 	 229057 
0.373129 	 158583 
0.373591 	 157997 
0.374054 	 227871 
0.374401 	 229057 
0.383796 	 158583 
0.384258 	 157997 
0.384721 	 227871 
0.385068 	 229057 
0.394462 	 158583 
0.394925 	 157997 
0.395387 	 227871 
0.395734 	 229057 
0.405129 	 158583 
0.405591 	 157997 
0.406054 	 227871 
0.406401 	 229057 
0.415796 	 158583 
0.416258 	 157997 
0.416721 	 227871 
0.417068 	 229057 
0.426462 	 158583 
0.426925 	 157997 
0.427387 	 227871 
0.427734 	 229057 
0.437129 	 158583 
0.437591 	 157997 
0.438054 	 227871 
0.438401 	 229057 
0.447796 	 158583 
0.448258 	 157997 
